Indice_prediccion,id_documento,Categoria_real,Categoria_predicha,Texto,Prediccion_correcta,Puntuacion_maxima,Margen_decision,Categoria_recalculada,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision_recalculado
769,3966,backend,backend,real-time vs batch indexing: stop choosing start combining real-time vs batch indexing: stop choosing start combining your indexing pipeline is not broken it s just incomplete there s a recurring pattern in.,True,0.6156686506273162,1.4538684016416572,backend,frontend,0.6156686506273162,-0.838199751014341,1.4538684016416572
770,2372,backend,frontend,what i look for in a laravel project before writing a single line of code what i look for in a laravel project before writing a single line of code title: what i look for in a laravel project before writing a single line of code publication: submit.,False,0.5715192608599281,1.6032012045015431,frontend,cloud,0.5715192608599281,-1.031681943641615,1.6032012045015431
771,4358,datascience,datascience,cleaning eeg: artifacts preprocessing and source reconstruction cleaning eeg: artifacts preprocessing and source reconstruction adapted from an appendix of my ms thesis. data analysis artifacts are signals that make.,True,2.4036776498313865,4.04673300700366,datascience,cloud,2.4036776498313865,-1.6430553571722728,4.04673300700366
772,3058,cloud,cloud,"aws daily digest june 17 2026 aws daily digest june 17 2026 aws daily digest june 17 2026 auto-generated groq llama 3.3 70b free groq llama 3.3 june 17, 2026 groq llama 3.3 june 17, 2026",True,1.7089032045129922,3.1265067768815284,cloud,frontend,1.7089032045129922,-1.4176035723685363,3.1265067768815284
773,1006,frontend,frontend,stop shipping generic ai ui: why ai coding tools need better design context stop shipping generic ai ui: why ai coding tools need better design context ai coding tools are getting really good. cursor claude code codex lovable bolt replit and. replit ai claude code replit ai claude code,True,0.0842558583454173,0.0931179527705654,frontend,cloud,0.08425585834541738,-0.00886209442514807,0.09311795277056545
774,88,datascience,datascience,multilevel three-level meta-analysis multilevel three-level meta-analysis adapted from an appendix of my ms thesis. multilevel meta-analysis when people talk.,True,1.964603955918716,3.211840976718369,datascience,cloud,1.9646039559187156,-1.2472370207996533,3.211840976718369
775,205,cloud,cloud,how cloud hosting improves website speed: 7 reasons every website owner should know how cloud hosting improves website speed: 7 reasons every website owner should know how cloud hosting improves website speed: 7 reasons every website owner should.,True,1.2370196200908854,2.1227450862833925,cloud,frontend,1.2370196200908854,-0.8857254661925072,2.1227450862833925
776,2622,cloud,cloud,run an exit drill before free cloud coding becomes a switching cost run an exit drill before free cloud coding becomes a switching cost measure whether accepted work can leave an ai coding saas before investing team time. ai ai,True,1.707107273577153,2.7184756113241657,cloud,frontend,1.707107273577153,-1.0113683377470126,2.7184756113241657
777,3613,frontend,frontend,next.js 14: server components the empire strikes back on react next.js 14: server components the empire strikes back on react the quest begins the why honestly i was tired of watching my react apps choke on.,True,1.5354580218191556,2.78054045812892,frontend,backend,1.5354580218191556,-1.2450824363097643,2.78054045812892
778,564,datascience,datascience,how i built a real-time formula 1 stats tracker: lionel messi s inevitable gravity bends another occasion in argentina s how i built a real-time formula 1 stats tracker: lionel messi s inevitable gravity bends another occasion in argentina s how i built a real-time formula 1 stats tracker: lionel messi s inevitable gravity bends. messi messi,True,0.7557681780815608,1.7042495064248524,datascience,backend,0.7557681780815608,-0.9484813283432916,1.7042495064248524
779,1930,datascience,datascience,data science workload: giới hạn ram trên dell pro max 14 mc14250 data science workload: giới hạn ram trên dell pro max 14 mc14250 trong lĩnh vực data science việc quản lý tài nguyên hệ thống là một bài toán cân não. khi bạn chạy. khi bạn chạy data science một bài toán khi bạn chạy data science một bài toán,True,1.59823040000555,2.8958621612971003,datascience,frontend,1.59823040000555,-1.2976317612915502,2.8958621612971003
780,3963,backend,backend,t-sql patterns that break when you migrate sql server to postgresql and where they hide in java/c# t-sql patterns that break when you migrate sql server to postgresql and where they hide in java/c# database migrations look done until monday morning. the stored procedures are converted. the. monday morning monday morning,True,1.5504621981068536,2.56857194649257,backend,cloud,1.5504621981068536,-1.0181097483857164,2.56857194649257
781,3900,cloud,cloud,i started gcp ace to learn cloud. it taught me how to learn. i started gcp ace to learn cloud. it taught me how to learn. when i started preparing for the google cloud platform gcp associate cloud engineer ace associate cloud engineer gcp ace associate cloud engineer gcp ace,True,1.207612658126378,2.606016140845529,cloud,frontend,1.207612658126378,-1.398403482719151,2.606016140845529
782,4582,datascience,backend,same partner tier 8x the payout: the fee base is what you should model same partner tier 8x the payout: the fee base is what you should model two operators can sit on the exact same partner tier at an exchange and collect payouts that differ.,False,-0.5110971868565458,0.1774185969547888,backend,cloud,-0.5110971868565458,-0.6885157838113346,0.1774185969547888
783,3140,datascience,datascience,your pipeline is 25.2h behind: catching inflation sentiment leads with pulsebit your pipeline is 25.2h behind: catching inflation sentiment leads with pulsebit your pipeline just missed a significant anomaly: a 24h momentum spike of +1.350. this spike indicates.,True,1.369985466862048,2.7412544173544227,datascience,frontend,1.369985466862048,-1.371268950492375,2.7412544173544227
784,3343,frontend,frontend,lottie vs framer motion: which should you use lottie vs framer motion: which should you use both lottie and framer motion are popular animation tools for web apps but they solve completely. framer motion lottie framer motion lottie,True,1.9498413330345536,3.3427936350749623,frontend,cloud,1.9498413330345539,-1.3929523020404084,3.3427936350749623
785,2469,backend,backend,redis is fast not loyal: why it should never be your main db redis is fast not loyal: why it should never be your main db so so so. you re going through redis. pov: you googled it or chatgpted it and wired redis up. redis pov redis pov,True,1.6705687105032174,2.923195321247884,backend,cloud,1.6705687105032174,-1.2526266107446664,2.923195321247884
786,4285,datascience,cloud,the token tax: why bad ai architecture is becoming enterprise debt the token tax: why bad ai architecture is becoming enterprise debt inference got dramatically cheaper yet enterprise ai bills keep climbing. the token tax is not a pricing problem it is an architecture problem and the missing middle layer is quietly becoming enterprise debt. ai inference ai inference,False,0.5855741996216376,1.200242985814301,cloud,backend,0.5855741996216376,-0.6146687861926634,1.200242985814301
787,2709,frontend,frontend,building a low-latency edge ai inference pipeline for real-time iot analytics building a low-latency edge ai inference pipeline for real-time iot analytics building a low-latency edge ai inference pipeline for real-time iot analytics,True,0.4371234298147496,1.090929593099676,frontend,cloud,0.4371234298147496,-0.6538061632849262,1.0909295930996759
788,4126,frontend,frontend,building an engineering mindset building an engineering mindset week 1 user story mapping: read this first i picked up user story mapping expecting. week 1 week 1,True,0.775117939181842,1.5066850871407995,frontend,backend,0.775117939181842,-0.7315671479589574,1.5066850871407995
789,4283,cloud,cloud,new blog published: why kubernetes bills spike after every product launch new blog published: why kubernetes bills spike after every product launch new blog published: why kubernetes bills spike after every product launch your product launch is a. new blog published: why kubernetes bills spike after every product launch your new blog published: why kubernetes bills spike after every product launch your,True,-0.0549798260419235,0.5866624422028918,cloud,datascience,-0.05497982604192353,-0.6416422682448153,0.5866624422028918
790,2315,backend,backend,sql as architecture: the irreconcilable philosophies of jooq and linq sql as architecture: the irreconcilable philosophies of jooq and linq the central architectural conflict every persistent layer draws a line: on one side sits.,True,0.555549795003555,1.0168605923745386,backend,datascience,0.555549795003555,-0.46131079737098357,1.0168605923745386
791,1023,backend,backend,experimenting with a strategy pattern-based backend architecture for interchangeable decision logic feedback wanted experimenting with a strategy pattern-based backend architecture for interchangeable decision logic feedback wanted hi everyone i ve been experimenting with a backend architecture idea and wanted to get feedback.,True,0.8349030468753865,1.9754903419417171,backend,frontend,0.8349030468753865,-1.140587295066331,1.9754903419417174
792,329,backend,backend,how i built a disposable email service in typescript smtp sse and a single vps how i built a disposable email service in typescript smtp sse and a single vps how i built a disposable email service in typescript temp-mail services are everywhere typescript typescript,True,0.1840478307525078,0.7881991864521642,backend,cloud,0.18404783075250786,-0.6041513556996564,0.7881991864521642
793,1577,cloud,cloud,from local development to a production-style deployment: understanding docker nginx linux and aws from local development to a production-style deployment: understanding docker nginx linux and aws when i first started learning cloud computing i assumed aws was simply a collection of services like. aws aws,True,1.9631703288672375,3.5944177351301896,cloud,frontend,1.9631703288672377,-1.6312474062629518,3.5944177351301896
794,2465,frontend,frontend,building a robust server-side event bus with exactly-once delivery in a microservice architecture building a robust server-side event bus with exactly-once delivery in a microservice architecture building a robust server-side event bus with exactly-once delivery in a microservice.,True,0.4571840291145493,0.6485755559808594,frontend,backend,0.45718402911454936,-0.19139152686631,0.6485755559808594
795,812,frontend,frontend,lucide 1.0 removes brand icons and optimizes bundle size for millions of projects lucide 1.0 removes brand icons and optimizes bundle size for millions of projects lucide 1.0 launches with over 1 600 icons eliminating brand logos to reduce legal risks and improve design consistency.,True,1.1856558790192429,2.304734056277315,frontend,cloud,1.1856558790192429,-1.119078177258072,2.304734056277315
796,99,frontend,frontend,new react challenge: tier list new react challenge: tier list ever built a drag-and-drop ui with just the native browser api no react-beautiful-dnd no dnd-kit ui api ui api,True,2.268867189979172,3.8849906182407543,frontend,cloud,2.268867189979172,-1.6161234282615826,3.8849906182407548
797,3484,cloud,cloud,why hycu backup matters for enterprise data protection why hycu backup matters for enterprise data protection enterprise organizations face growing data protection challenges in 2026. ransomware hardware. ransomware ransomware,True,1.133913952542131,1.6604209396709082,cloud,datascience,1.1339139525421307,-0.5265069871287775,1.6604209396709082
798,3992,frontend,frontend,building a robust real-time chat system with webrtc datachannels and a sovereign state channel building a robust real-time chat system with webrtc datachannels and a sovereign state channel building a robust real-time chat system with webrtc datachannels and a sovereign state. webrtc datachannels webrtc datachannels,True,0.6312213618300812,0.9876986293127752,frontend,backend,0.6312213618300812,-0.35647726748269404,0.9876986293127752
799,3728,backend,backend,indexing: the force awakens in my rate limiter quest indexing: the force awakens in my rate limiter quest the quest begins the why ever had one of those days where your api feels like it s. api api,True,1.7316117907750177,2.810411496009104,backend,cloud,1.7316117907750175,-1.078799705234086,2.8104114960091033
800,3076,frontend,frontend,your scroll listener fires on every pixel. intersectionobserver fires when visibility actually changes. your scroll listener fires on every pixel. intersectionobserver fires when visibility actually changes. here is a pattern i still see in real codebases: window.addeventlistener scroll,True,-0.0638754258773607,0.4248052306744609,frontend,cloud,-0.06387542587736078,-0.4886806565518217,0.4248052306744609
801,1925,datascience,datascience,how excel is used in real-world data analysis. how excel is used in real-world data analysis. my first week at luxdevhq has been an enlightening one as i got to be introduced to the world of data. luxdevhq my first week luxdevhq my first week,True,1.3226380615350006,2.696103881849404,datascience,cloud,1.3226380615350006,-1.3734658203144032,2.696103881849404
802,1541,backend,backend,the hidden backend cost of just add caching the hidden backend cost of just add caching caching is one of the most common backend optimizations. and one of the most misunderstood. a lot.,True,1.2991066302290353,2.548070124653613,backend,cloud,1.2991066302290353,-1.2489634944245773,2.548070124653613
803,2383,frontend,frontend,ever seen a liquid cursor in action ever seen a liquid cursor in action i vibecoded a cool ui animation for a custom cursor-liquid cursor if you want to see it in action.,True,0.1799133450850204,1.0090065029842727,frontend,cloud,0.17991334508502044,-0.8290931578992522,1.0090065029842727
804,557,datascience,datascience,scraping linkedin company employees without a login and without flagging your account scraping linkedin company employees without a login and without flagging your account every linkedin scraper i tried fell into one of two buckets. either it wanted my session cookies linkedin linkedin,True,-0.3222514918674136,0.441023283367755,datascience,backend,-0.32225149186741364,-0.7632747752351686,0.441023283367755
805,3809,cloud,cloud,building scalable ai platforms with multi-tenant saas building scalable ai platforms with multi-tenant saas understanding multi-tenant saas architecture for ai platforms the landscape of ai. ai ai platforms ai ai platforms,True,0.9573039958620552,1.981662675973514,cloud,backend,0.9573039958620552,-1.024358680111459,1.981662675973514
806,588,cloud,cloud,your aws account is one misconfiguration away from being a public file server your aws account is one misconfiguration away from being a public file server there s a particular kind of bad day that starts when someone tweets a screenshot of an s3 bucket. s3 s3,True,1.098168302982045,1.6836276625244833,cloud,backend,1.098168302982045,-0.5854593595424383,1.6836276625244833
807,1712,frontend,frontend,png vs webp vs avif: the ultimate image format guide for 2026 png vs webp vs avif: the ultimate image format guide for 2026 stop guessing which format to use. here s the data the tradeoffs and exactly when to pick each.,True,0.7949320078041201,1.5531525160980113,frontend,datascience,0.7949320078041201,-0.7582205082938912,1.5531525160980113
808,3042,frontend,backend,testing database migrations safely with a shadow schema testing database migrations safely with a shadow schema testing database migrations safely with a shadow schema testing database. a shadow schema testing database a shadow schema testing database,False,0.4089585140258566,0.8270892708479881,backend,frontend,0.4089585140258566,-0.4181307568221315,0.8270892708479881
809,3436,datascience,datascience,top data analytics project ideas for beginners and professionals top data analytics project ideas for beginners and professionals if you re learning data analytics and looking to build a strong portfolio working on real-world. data analytics data analytics,True,1.331590739450473,2.586031037720008,datascience,cloud,1.3315907394504727,-1.2544402982695353,2.5860310377200078
810,1609,datascience,datascience,why we score company quality the way we do and why reits and banks get different rules why we score company quality the way we do and why reits and banks get different rules quality is a vague word. every investor agrees a quality company is good and nobody agrees on how.,True,0.0296078773551939,0.4538825902709769,datascience,cloud,0.02960787735519399,-0.4242747129157829,0.4538825902709769
811,4146,frontend,frontend,why i still test in safari first and the bugs it catches early why i still test in safari first and the bugs it catches early yes i still open safari first i build and test new frontend work in safari first. on purpose. safari safari,True,0.1445100717503804,0.6694487234655595,frontend,backend,0.14451007175038044,-0.5249386517151791,0.6694487234655595
812,3983,backend,backend,when just build it stops working: a technical look at complexity in uk web development when just build it stops working: a technical look at complexity in uk web development there s a threshold that most web projects never approach where the standard get something working.,True,0.1292037966375047,0.2725718246743795,backend,frontend,0.1292037966375047,-0.14336802803687487,0.27257182467437957
813,2439,frontend,frontend,lottie animations and accessibility: prefers-reduced-motion aria and best practices lottie animations and accessibility: prefers-reduced-motion aria and best practices animations are a common accessibility problem. for users with vestibular disorders epilepsy or.,True,1.3372261644244037,2.370067015249814,frontend,backend,1.3372261644244037,-1.0328408508254103,2.370067015249814
814,1968,frontend,backend,"one cut my blazor wasm lcp by 500ms the invisible file at the end of the critical chain one cut my blazor wasm lcp by 500ms the invisible file at the end of the critical chain pagespeed said element render delay: 5 500ms on my blazor wasm site even though fcp was 0.3s. the culprit was a 5.6 kb json file at the tail of a 43-file critical request chain. three lines fixed it. 0.3s 5,500ms blazor wasm pagespeed kb json 0.3s 5,500ms blazor wasm pagespeed kb json",False,0.0244512797854128,0.2395236976978575,backend,frontend,0.02445127978541284,-0.2150724179124447,0.23952369769785753
815,3386,backend,backend,the transactional outbox: killing the dual-write bug by writing your event in the same transaction as your state the transactional outbox: killing the dual-write bug by writing your event in the same transaction as your state every event-driven service i ve built in the orderhub series shared one silent flaw and it took me. orderhub orderhub,True,0.5047271294760313,1.2271196566906224,backend,frontend,0.5047271294760313,-0.7223925272145912,1.2271196566906224
816,2284,frontend,backend,seo en 2026 parte 2: la captura rankea ahora haz que convierta seo en 2026 parte 2: la captura rankea ahora haz que convierta el post anterior terminó donde terminan la mayoría de los posts de ya hicimos seo : la página es. mayoría de los terminan la mayoría de los terminan la,False,-0.2449803743484471,0.2526918285532052,backend,cloud,-0.2449803743484471,-0.49767220290165237,0.25269182855320527
817,1797,backend,backend,stop overwriting your data: event sourcing in laravel stop overwriting your data: event sourcing in laravel the problem with traditional state most laravel applications rely on standard crud create read,True,1.8528641640253796,2.73097725740828,backend,datascience,1.8528641640253793,-0.878113093382901,2.7309772574082802
818,378,frontend,frontend,vertical layout considerations vertical layout considerations prologue a while ago i decided to develop a fully accessible main navigation component in react and. react react,True,1.954406193868155,3.4224120173136674,frontend,cloud,1.954406193868155,-1.4680058234455124,3.4224120173136674
819,1162,frontend,frontend,debugging ai model integration latency in frontend: frontend architecture and ux trade-offs debugging ai model integration latency in frontend: frontend architecture and ux trade-offs i remember the first time i dropped a client-side ai model into a web app. the feature was cool: ai ai,True,1.406306565612006,2.6602727074339643,frontend,cloud,1.406306565612006,-1.2539661418219583,2.6602727074339643
820,1878,datascience,backend,subqueries and common table expressions ctes in sql subqueries and common table expressions ctes in sql 1. what is a sub query in sql a subquery is a sql query that is nested inside another. sql sql,False,0.8904120253287807,1.0498928259210052,backend,datascience,0.8904120253287807,-0.15948080059222436,1.0498928259210052
821,3080,datascience,frontend,best practices for ai-friendly seo best practices for ai-friendly seo best practices for ai-friendly seo: optimizing content for the future of search as search evolves.,False,0.2123009880625627,1.1639515791483148,frontend,backend,0.2123009880625627,-0.9516505910857521,1.1639515791483148
822,2960,cloud,cloud,i let an ai agent run my cloud ops for a week: here s what broke i let an ai agent run my cloud ops for a week: here s what broke a first-hand experiment: i gave an ai agent access to my cloud operations for seven days. here s what it handled well what broke the near-miss that scared me and whether aiops is actually ready for real on-call work. seven days aiops ai seven days aiops ai,True,1.0928478053900097,2.10265965396298,cloud,frontend,1.0928478053900097,-1.0098118485729701,2.10265965396298
823,2761,cloud,frontend,technologies and concepts: cheat sheet for developer associate dva-c02 technologies and concepts: cheat sheet for developer associate dva-c02 exam guide: developer-associate technologies and concepts cheat sheet cheat sheet 1,False,-0.2662601260100796,0.0374751151287512,frontend,cloud,-0.26626012601007965,-0.30373524113883094,0.03747511512875129
824,978,datascience,datascience,your pipeline is 27.6h behind: catching world sentiment leads with pulsebit your pipeline is 27.6h behind: catching world sentiment leads with pulsebit your pipeline is lagging behind by 27.6 hours. we just discovered a 24h momentum spike of +0.307 27.6 hours 27.6 hours,True,2.0801982867891127,3.3585012273797283,datascience,backend,2.0801982867891127,-1.2783029405906157,3.3585012273797283
825,356,backend,backend,what the fastapi docs don t tell you about production what the fastapi docs don t tell you about production the service had been live for weeks. locally staging early production fast clean no issues. weeks weeks,True,1.0066811332812535,1.341324416552464,backend,datascience,1.0066811332812535,-0.3346432832712105,1.341324416552464
826,1506,cloud,cloud,the cheapest dedicated servers in 2026: a price-checked shortlist the cheapest dedicated servers in 2026: a price-checked shortlist if you have ever tried to price a bare-metal server you know the game: a big from x/mo on the.,True,0.3642465703656653,0.96187298234916,cloud,datascience,0.3642465703656653,-0.5976264119834945,0.9618729823491599
827,2038,frontend,frontend,the two-level computed graph: how i stopped toggle events from re-running business logic the two-level computed graph: how i stopped toggle events from re-running business logic when you build a mapping interface in angular signals the naive approach puts everything in one. angular signals angular signals,True,0.5860673537519917,1.1635532984698451,frontend,backend,0.5860673537519917,-0.5774859447178535,1.1635532984698451
828,2568,frontend,backend,you reach for promise.all for every concurrent request. here s when to use the other three. you reach for promise.all for every concurrent request. here s when to use the other three. imagine you re loading a dashboard. four widgets four apis fire them all at once: const users,False,0.6273839030407872,0.7053804497282798,backend,frontend,0.6273839030407872,-0.07799654668749262,0.7053804497282798
829,3950,frontend,frontend,debug react context renders: the latest update to userenderreason debug react context renders: the latest update to userenderreason debugging re-renders in react can often feel like searching for a needle in a haystack especially. react react,True,1.1518054223053371,2.1878094399800685,frontend,cloud,1.1518054223053373,-1.0360040176747312,2.1878094399800685
830,3831,datascience,datascience,your pipeline is 23.4h behind: catching environment sentiment leads with pulsebit your pipeline is 23.4h behind: catching environment sentiment leads with pulsebit your pipeline is 23.4h behind: catching environment sentiment leads with pulsebit we. 23.4h 23.4h,True,1.396695781860266,2.752083541815596,datascience,frontend,1.396695781860266,-1.3553877599553301,2.7520835418155962
831,1677,backend,backend,day 85 of learning mern stack day 85 of learning mern stack hello dev community it is officially day 85 of my 100-day full-stack engineering streak,True,1.0779790061849228,2.12318481738775,backend,cloud,1.0779790061849228,-1.0452058112028273,2.12318481738775
832,2865,datascience,datascience,your pipeline is 16.5h behind: catching world sentiment leads with pulsebit your pipeline is 16.5h behind: catching world sentiment leads with pulsebit your pipeline is 16.5h behind: catching world sentiment leads with pulsebit we recently. 16.5h 16.5h,True,2.8569753851865007,4.600674757578709,datascience,frontend,2.8569753851865007,-1.743699372392208,4.600674757578709
833,3718,datascience,datascience,your pipeline is 22.7h behind: catching sustainability sentiment leads with pulsebit your pipeline is 22.7h behind: catching sustainability sentiment leads with pulsebit your pipeline is 22.7h behind: catching sustainability sentiment leads with pulsebit we. 22.7h 22.7h,True,2.232967091166716,3.843758131802324,datascience,frontend,2.232967091166716,-1.6107910406356076,3.8437581318023235
834,3524,datascience,datascience,the wisdom of crowds is wrong about sports 23 of the time here s the pattern jun 30 the wisdom of crowds is wrong about sports 23 of the time here s the pattern jun 30 polymarket traders consistently overprice favorites by 8-14 while systematically underpricing. 8-14% 8-14%,True,0.2999922460069539,0.7707574899065255,datascience,backend,0.29999224600695396,-0.4707652438995716,0.7707574899065255
835,3573,frontend,frontend,building a robust ui accessibility testing pipeline building a robust ui accessibility testing pipeline building a robust ui accessibility testing pipeline building a robust ui.,True,3.1870585252180774,4.757538381661272,frontend,datascience,3.1870585252180774,-1.5704798564431939,4.757538381661272
836,4300,datascience,datascience,your pipeline is 10.6h behind: catching healthcare sentiment leads with pulsebit your pipeline is 10.6h behind: catching healthcare sentiment leads with pulsebit your pipeline just missed a major healthcare sentiment shift: a 24-hour momentum spike of +0.293.,True,1.9604193941789745,3.0595949747071955,datascience,frontend,1.9604193941789743,-1.099175580528221,3.0595949747071955
837,1314,cloud,cloud,why enterprise teams are ditching traditional dam for ai-driven platforms why enterprise teams are ditching traditional dam for ai-driven platforms enterprise content libraries are growing faster than most teams can manage. marketing creative and.,True,0.4835796687846175,1.1469671883316537,cloud,backend,0.48357966878461756,-0.6633875195470361,1.1469671883316537
838,1410,datascience,datascience,your pipeline is 29.2h behind: catching business sentiment leads with pulsebit your pipeline is 29.2h behind: catching business sentiment leads with pulsebit your pipeline is 29.2h behind: catching business sentiment leads with pulsebit we recently. 29.2h 29.2h,True,1.5513261002407086,2.9388506030929964,datascience,backend,1.5513261002407086,-1.3875245028522878,2.9388506030929964
839,4321,backend,backend,building lia part 1 implementation : clean architecture and argon2id in a real fastify + prisma registration flow building lia part 1 implementation : clean architecture and argon2id in a real fastify + prisma registration flow lia is a hyperlocal employability platform i m building for an isolated coastal district in brazil lia brazil lia brazil,True,-0.1036121767941832,0.2052838120323677,backend,datascience,-0.10361217679418322,-0.308895988826551,0.20528381203236779
840,4264,frontend,frontend,choosing the right frontend framework: react vue or svelte choosing the right frontend framework: react vue or svelte when was the last time you chose a framework only to regret the decision weeks later choosing the. weeks later weeks later,True,1.1741451089439052,2.397297075952049,frontend,cloud,1.1741451089439052,-1.2231519670081443,2.3972970759520495
841,3204,backend,backend,why every developer should understand http even if you don t build apis why every developer should understand http even if you don t build apis most developers use http every day but surprisingly few take the time to understand what s actually. every day every day,True,1.9759526878603453,3.216433980771352,backend,datascience,1.9759526878603455,-1.240481292911006,3.2164339807713516
842,4241,frontend,frontend,building a high-performance real-time data pipeline with edge inference and observability building a high-performance real-time data pipeline with edge inference and observability building a high-performance real-time data pipeline with edge inference and. edge inference edge inference,True,0.1495712036583392,0.5347019849826963,frontend,datascience,0.1495712036583392,-0.3851307813243571,0.5347019849826963
843,3981,backend,backend,단계별 성능 측정 단계별 성능 측정 하나의 api 요청 안에서 각 기능별 시간을 누적하다가 요청이 끝날 때 한 번에 로그로 출력하는 구조네요. threadlocal로 컨텍스트를 유지하는 방식이 가장. threadlocal로 api threadlocal로 api,True,1.799161283166697,3.260447258790089,backend,datascience,1.799161283166697,-1.461285975623392,3.260447258790089
844,3840,cloud,cloud,"aws daily digest june 30 2026 aws daily digest june 30 2026 aws daily digest june 30 2026 auto-generated groq llama 3.3 70b free groq llama 3.3 june 30, 2026 groq llama 3.3 june 30, 2026",True,1.7579519325856512,3.132606058771098,cloud,datascience,1.7579519325856512,-1.374654126185447,3.132606058771098
845,1916,datascience,datascience,from data to decisions: why learning data science is a smart career move in 2026 from data to decisions: why learning data science is a smart career move in 2026 data has become one of the most valuable assets in the digital era. organizations across industries.,True,2.0650852781138007,2.9898048789569653,datascience,cloud,2.0650852781138007,-0.9247196008431645,2.9898048789569653
846,3781,backend,backend,rate limiting like a jedi: mastering the token bucket with redis rate limiting like a jedi: mastering the token bucket with redis the quest begins the why picture this: i m huddled over my laptop at 2 a.m. eyes. 2 a.m. 2 a.m.,True,1.3458832299519163,2.478492163096036,backend,cloud,1.3458832299519163,-1.1326089331441196,2.478492163096036
847,2834,frontend,frontend,a realistic frontend roadmap: zero to pro a realistic frontend roadmap: zero to pro why this roadmap becoming a frontend developer is more than watching courses or learning.,True,1.3342777393651797,2.5991810016999723,frontend,datascience,1.3342777393651795,-1.2649032623347929,2.5991810016999723
848,3522,backend,backend,how vector databases search a million vectors without checking a million how vector databases search a million vectors without checking a million take the word king. your database does not store the word. it stores a vector: a list of 768.,True,0.2931066070728413,1.1922736452148066,backend,cloud,0.2931066070728413,-0.8991670381419654,1.1922736452148066
849,3045,frontend,frontend,managing focus in angular: dialogs drawers and route changes without stranding your users managing focus in angular: dialogs drawers and route changes without stranding your users every accessibility checklist mentions focus management and then moves on as if it were one item.,True,0.6521504068594458,1.397380335395308,frontend,datascience,0.6521504068594458,-0.7452299285358621,1.397380335395308
850,747,datascience,datascience,introduction to machine learning introduction to machine learning introduction in the course of the last month i got introduced to machine learning. i. machine learning the last month machine learning the last month,True,0.6798197868782399,1.5235777156021728,datascience,cloud,0.6798197868782399,-0.843757928723933,1.5235777156021728
851,2539,frontend,frontend,css box shadow: the complete guide with copy-paste examples css box shadow: the complete guide with copy-paste examples the box-shadow property sounds simple but once you start layering shadows building card elevation.,True,0.8525196038481558,1.7940414331970804,frontend,backend,0.8525196038481558,-0.9415218293489245,1.7940414331970804
852,2966,backend,backend,i built a full open source ecommerce platfotm i built a full open source ecommerce platfotm hey everyone i ve been working on opencommerce an open source ecommerce backend that i m finally. opencommerce opencommerce,True,1.5382904110952422,2.674485199693233,backend,datascience,1.5382904110952422,-1.1361947885979906,2.674485199693233
853,2978,cloud,cloud,how to share files without email attachments-quick guide how to share files without email attachments-quick guide are you looking into how to share files without email attachments-qui here s a quick overview of.,True,0.7748619284212247,1.6718707640042487,cloud,backend,0.7748619284212247,-0.897008835583024,1.6718707640042487
854,4148,frontend,backend,graphql query optimization: caching batching and persisted queries graphql query optimization: caching batching and persisted queries graphql query optimization: caching batching and persisted queries graphql gives clients. graphql query optimization graphql query optimization,False,0.4933455107909213,1.1936269295646231,backend,frontend,0.49334551079092137,-0.7002814187737019,1.1936269295646231
855,2804,frontend,frontend,10 best websites for web design inspiration in 2026 10 best websites for web design inspiration in 2026 finding inspiration is easy. finding good inspiration is hard. with thousands of design galleries. thousands thousands,True,0.1262217582261922,0.5895871246325083,frontend,backend,0.1262217582261922,-0.4633653664063161,0.5895871246325083
856,1115,frontend,frontend,ng-news 26/15: angular 22 ng-news 26/15: angular 22 angular 22 stable resources and signal forms are the headline topics together with new dependency. signal forms signal forms,True,1.7244036861656888,2.835045974688288,frontend,datascience,1.7244036861656888,-1.110642288522599,2.835045974688288
857,4133,cloud,cloud,signup support promise matrix signup support promise matrix originally published on techsaas cloud originally published on techsaas cloud signup.,True,0.9982032799565684,1.881714678526866,cloud,frontend,0.9982032799565684,-0.8835113985702976,1.881714678526866
858,2867,cloud,cloud,the infrastructure sovereignty framework: 5 rules for owning your stack the infrastructure sovereignty framework: 5 rules for owning your stack i run 6 ai-powered businesses on a single 40/month vultr vps. my monthly saas bill is 127. compare. vultr vps monthly vultr vps monthly,True,1.2111671944218223,2.509969580323635,cloud,frontend,1.2111671944218223,-1.2988023859018125,2.509969580323635
859,2299,datascience,datascience,your pipeline is 13.0h behind: catching travel sentiment leads with pulsebit your pipeline is 13.0h behind: catching travel sentiment leads with pulsebit your pipeline is 13.0h behind: catching travel sentiment leads with pulsebit just. 13.0h 13.0h,True,1.3742105983217745,2.796104143138608,datascience,frontend,1.3742105983217745,-1.421893544816834,2.7961041431386082
860,3254,cloud,cloud,"we rented the mainframe back we rented the mainframe back on wednesday june 10 google s gemini stopped answering world-wide. it threw error 1076 and error. google wednesday, june 10 gemini google wednesday, june 10 gemini",True,0.2908100241451762,1.1602268516431995,cloud,backend,0.2908100241451762,-0.8694168274980235,1.1602268516431997
861,2188,backend,backend,fixing a double-send bug taught me idempotency keys aren t enough fixing a double-send bug taught me idempotency keys aren t enough a reader comment on my last article did more code review than i expected from a dev.to comment. dev.to dev.to,True,0.1424105746533337,0.3693182086639422,backend,datascience,0.14241057465333373,-0.22690763401060854,0.36931820866394227
